,NU_INSCRICAO,NU_ANO,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,CO_MUNICIPIO_NASCIMENTO,NO_MUNICIPIO_NASCIMENTO,CO_UF_NASCIMENTO,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DEFICIENCIA_AUDITIVA,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_VISAO_MONOCULAR,IN_OUTRA_DEF,IN_GESTANTE,IN_LACTANTE,IN_IDOSO,IN_ESTUDA_CLASSE_HOSPITALAR,IN_SEM_RECURSO,IN_BRAILLE,IN_AMPLIADA_24,IN_AMPLIADA_18,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,IN_LEITURA_LABIAL,IN_MESA_CADEIRA_RODAS,IN_MESA_CADEIRA_SEPARADA,IN_APOIO_PERNA,IN_GUIA_INTERPRETE,IN_COMPUTADOR,IN_CADEIRA_ESPECIAL,IN_CADEIRA_CANHOTO,IN_CADEIRA_ACOLCHOADA,IN_PROVA_DEITADO,IN_MOBILIARIO_OBESO,IN_LAMINA_OVERLAY,IN_PROTETOR_AURICULAR,IN_MEDIDOR_GLICOSE,IN_MAQUINA_BRAILE,IN_SOROBAN,IN_MARCA_PASSO,IN_SONDA,IN_MEDICAMENTOS,IN_SALA_INDIVIDUAL,IN_SALA_ESPECIAL,IN_SALA_ACOMPANHANTE,IN_MOBILIARIO_ESPECIFICO,IN_MATERIAL_ESPECIFICO,IN_NOME_SOCIAL,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025,Q026,Q027,df_index
9000,170002084806,2017,2111300,São Luís,21,MA,42,F,0,0,1,2100709,Anajatuba,21,MA,1,11,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2111300,São Luís,21,MA,1,1,1,1,392,395,399,404,455.4,479.4,473.3,389.6,BDDCBEDCEDEDCDCDDECEDBDCDDCBAEDCEDAECEDBDEBCC,DBDECBBCCEDDBEDECEDBABDDBCEBCEBCCDAECCEECDEDC,99999EDDBCBCDEBBDAECDBECBDCCEDCBBDCCDBBEDACCBDDDCC,CDEACEEBDEACADDDDCEDACBDDEDCDCBACECBDBDCDEDDE,1,BCBBEBAAEDDCBDADEEBADECDCBCDAAEABCEEAAECDCCDA,CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE,DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB,CCECEECDADBBDBBDBAEBDDABECBDCCDEDBBACAEADAEAC,1,120,160,100,100,140,620,A,B,A,A,4,B,D,B,C,B,A,B,B,B,A,B,A,A,C,B,A,D,A,B,B,A,A,9000
10000,170002096308,2017,3550308,São Paulo,35,SP,26,F,,3,1,3550308,São Paulo,35,SP,1,9,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550308,São Paulo,35,SP,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,D,E,B,B,3,D,A,B,B,B,A,B,A,B,A,B,A,A,B,A,A,B,A,A,A,A,A,10000
11000,170002086019,2017,4106902,Curitiba,41,PR,17,M,0,4,4,,,,,2,0,2,1,0,41129857,4106902,Curitiba,41,PR,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4106902,Curitiba,41,PR,1,1,1,1,391,396,400,403,537.6,597.3,556,694.7,ADBCADEECBEBEDBDABEAEDDBADEAEBEEDBAACBCDCCADD,CCCAEAAACBDBDEAAABCCCBDCCDBCEEABABEAAAAEBDBEC,CAEBD99999CCEBECEDAECABBCBBEABEDDDDABDAAEACAEDDBBE,EADCACBECABBDBBECDABECADCDACBABDABEAAABEACEAD,0,DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE,CDEAEECAEBDBDBBAECDAEBCCCDAEBEABDBEDAADBCDDEC,EDDCDBEEDECCEBDAEDAEDAABEDBBADEDEDDABAABBDCBEABBCC,ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD,1,160,140,120,160,80,660,D,E,E,B,6,L,A,C,E,B,A,B,B,B,A,B,A,A,C,A,B,E,B,B,B,B,A,11000
12000,170002082847,2017,4106902,Curitiba,41,PR,22,F,0,1,1,4106902,Curitiba,41,PR,1,4,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4106902,Curitiba,41,PR,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,A,E,C,C,3,E,A,B,D,B,A,B,B,B,A,B,A,B,B,A,B,E,B,B,B,A,A,12000
13000,170002088778,2017,2933307,Vitória da Conquista,29,BA,20,F,0,1,1,2933307,Vitória da Conquista,29,BA,1,2,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2902906,Barra do Choça,29,BA,1,1,1,1,394,395,399,405,465.5,536.9,501.9,539.5,DDCBEDBDDACCBDCDBEBCBEABCCECEDAAEABBBDCEBAEDB,BACEAAACDEBACEDBACBEADAEDACDDEBABAACDBADCECEA,DDADC99999EADBEACAEDBDCEAABBDEBBCADDCEBABABBBDEDBE,AAEBDAACECECACDBBBCABAECBDCBABEDDDEBDDBABCBEA,0,EEAAECDCCDADAADECDCBCDAAEDEEBABCEDDCBEBAABCBB,CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE,DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB,BBDBADBEECDCCECAEBBDDEDDCCBBACADAEACEADABDECB,1,160,160,160,120,180,780,H,B,B,A,4,D,A,C,E,C,A,B,A,B,A,B,A,A,C,B,A,D,B,B,B,A,A,13000
14000,170002078031,2017,2930105,Senhor do Bonfim,29,BA,19,F,0,3,1,2930105,Senhor do Bonfim,29,BA,3,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2930105,Senhor do Bonfim,29,BA,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,H,H,B,B,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,C,A,14000
15000,170002090545,2017,1504208,Marabá,15,PA,22,M,1,3,1,1504208,Marabá,15,PA,1,4,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1504208,Marabá,15,PA,1,1,1,1,394,395,399,405,475.7,580.7,547.7,406.2,AEBCDDECAAACEBDDCCBCCEAEACABDCDBEADDDCECEBEBE,CDDECADEEABAEEEAABDEACBBAAEAEAADCCCDACEBCDBEA,99999BCCEEBBEEDAEECEABAEABAEDAEEACDEADBCEDBCADADBB,DCABCCADACEACEDBDEADDBEBCBCBDECADDAECCDDADCAD,1,EEAAECDCCDADAADECDCBCDAAEDEEBABCEDDCBEBAABCBB,CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE,DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB,BBDBADBEECDCCECAEBBDDEDDCCBBACADAEACEADABDECB,1,120,160,120,140,100,640,H,B,F,A,7,C,A,B,D,A,A,B,A,A,A,A,A,A,B,B,A,D,A,A,A,A,B,15000
16000,170002090673,2017,3106200,Belo Horizonte,31,MG,17,F,0,1,1,3106200,Belo Horizonte,31,MG,2,0,2,1,0,31002143,3106200,Belo Horizonte,31,MG,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3106200,Belo Horizonte,31,MG,1,1,1,1,391,396,400,403,612.8,578.6,586.6,668.2,BEDBCEACBB*ADDDEEAADECDAACDAEBAADACCEBBBBEADA,EECDEABEECDBEACECCAAABDCEABCBEABABBDAADBABDEA,EDDCA99999CCEBEEEDAAAAEECDBBADEDDEDAEDCBADCBDADBAE,EDCAACCCBDADDCBCEAABACEECCEDBEADDBECEBBACEEDE,0,DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE,CDEAEECAEBDBDBBAECDAEBCCCDAEBEABDBEDAADBCDDEC,EDDCDBEEDECCEBDAEDAEDAABEDBBADEDEDDABAABBDCBEABBCC,ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD,1,140,140,160,120,120,680,F,F,D,E,3,N,A,C,D,B,A,B,B,B,A,B,A,B,C,B,B,C,B,B,B,B,A,16000
17000,170002089206,2017,1721000,Palmas,17,TO,19,F,0,3,1,1702000,Araguaçu,17,TO,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1721000,Palmas,17,TO,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,H,F,C,C,1,C,A,B,B,A,A,B,A,A,A,B,A,A,B,A,A,B,A,A,A,A,A,17000
18000,170002090862,2017,5103403,Cuiabá,51,MT,27,M,0,2,1,4127700,Toledo,41,PR,1,5,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5103403,Cuiabá,51,MT,0,1,1,0,,395,399,,,519.1,482.8,,,BBDEBADBAABABEAAADCEEEBEDDEBDADCD............,EADAB99999CBBDDACDBEDDABDAEEACDBBCEEACEDCECBBEADDA,,0,,CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE,DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB,,1,40,120,80,60,20,320,F,E,A,B,1,B,A,B,B,A,A,B,A,A,A,A,A,A,B,B,A,A,A,B,B,A,A,18000
19000,170002086637,2017,2601201,Arcoverde,26,PE,17,F,0,3,1,2601201,Arcoverde,26,PE,2,0,2,1,0,26029812,2614105,Sertânia,26,PE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2601201,Arcoverde,26,PE,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,B,B,A,A,5,B,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,C,A,A,A,B,A,19000
20000,170002075663,2017,4309209,Gravataí,43,RS,23,F,1,3,1,4309209,Gravataí,43,RS,1,5,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4309209,Gravataí,43,RS,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,C,C,B,B,2,C,A,B,B,A,A,A,A,A,A,A,A,A,B,A,A,C,A,A,B,A,A,20000
21000,170002077439,2017,4106902,Curitiba,41,PR,18,F,0,1,1,4104808,Cascavel,41,PR,2,0,2,1,0,41123689,4101804,Araucária,41,PR,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4101804,Araucária,41,PR,1,1,1,1,391,398,401,403,484.9,427.4,437,366.3,DEABACBADDBDEACDEAECCBCEADEAABAECBBCEBBAACCEB,ADCACDEEBCABCDBEBABEBABCBACBECECCBBDEABEAEACC,99999AD*CDAABCDEEDCBEEBAAEBDDBCABDBBEDEDEACBEABDCA,ABABCDEACCEBECABCDDCBEDABECBCCBAEDBCDABBEBACE,1,DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE,DAEBEABDBEDACDDECADBCCCAECDEECAEBDBDBBAECDAEB,DEDCDBEEDEECABAAEDDCBDEDBAEABBBDEDBBCCDAEBCAABDAED,ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD,1,80,60,80,80,60,360,A,C,A,B,5,E,A,B,E,C,A,B,A,B,A,B,A,A,C,A,A,E,A,A,B,B,A,21000
22000,170003750972,2017,4106902,Curitiba,41,PR,17,F,0,1,1,4106902,Curitiba,41,PR,2,0,3,1,0,41132599,4106902,Curitiba,41,PR,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4106902,Curitiba,41,PR,1,1,1,1,391,398,401,403,653.3,632.3,623,735.4,ADEBBAAEBBDDCCEEBEABDECAACDAEECBDCCCBACDBEBAE,CEDBEAADBCDACDEEBADEDCCAECECEBCCCDAEBBACADBAB,DEDCD99999DCABEAEDDCBDEDCAEADBACDECBCEDEEBCAADDDED,ACCCDEBEBACCDBBACDABBCECEDCCBEAACBEAEBBECCEBC,0,DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE,DAEBEABDBEDACDDECADBCCCAECDEECAEBDBDBBAECDAEB,DEDCDBEEDEECABAAEDDCBDEDBAEABBBDEDBBCCDAEBCAABDAED,ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD,1,160,200,160,160,160,840,E,F,D,E,4,P,D,E,D,C,A,B,B,B,B,B,B,B,D,B,B,E,B,B,B,B,D,22000
23000,170005445892,2017,3300456,Belford Roxo,33,RJ,17,F,0,3,1,3300456,Belford Roxo,33,RJ,2,0,2,1,0,33046786,3300456,Belford Roxo,33,RJ,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300456,Belford Roxo,33,RJ,1,1,1,1,393,396,400,406,468.6,402.1,441.3,559.2,DCADEDBCBAEEABAADDBCBDDDCEBDDBEABEBECDACBEDDA,EBAEBCEEDBBBDADEABCDAECDBACADEBEBACCABEDBEDAC,ABDCD99999CEBBADEBBACDDACEBEBEDDEABEDBCBEACDDEBCAC,BECABAEDBCBEDDDECACBEBEADAACDECDCACDABDEBBDEA,0,CCDACDEEAAEABCDAAECDCBADECDEEBDACBEDDBCBBEBAA,CDEAEECAEBDBDBBAECDAEBCCCDAEBEABDBEDAADBCDDEC,EDDCDBEEDECCEBDAEDAEDAABEDBBADEDEDDABAABBDCBEABBCC,EECDCCECBDBBDBAEBADBECBDDABDEDEAADCCDAEACBBAC,1,120,100,100,100,100,520,C,E,F,B,4,D,A,B,C,A,A,B,B,B,A,B,A,A,B,B,B,D,B,B,B,B,A,23000
24000,170005439827,2017,2303709,Caucaia,23,CE,19,M,0,1,1,2303709,Caucaia,23,CE,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2303709,Caucaia,23,CE,1,1,1,1,394,395,399,405,582.9,442.9,448,550.2,DEBDEBDCABADADCDAECABBACADAEBEBAEAACEAABCECBD,BBCBABCDDEBCAABAEEABCEABBABAECADCC*DDBADEECBB,99999BDBDDBAAEBEECBEADCEEABAACAAAABEDDEBEECCEDAACA,EBAECDAEDCEBACDBEBBEEADBBCEECBCDBABEDCCABEABD,1,EEAAECDCCDADAADECDCBCDAAEDEEBABCEDDCBEBAABCBB,CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE,DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB,BBDBADBEECDCCECAEBBDDEDDCCBBACADAEACEADABDECB,6,0,0,0,0,0,0,D,E,D,C,4,B,A,C,D,B,B,B,A,B,A,B,A,A,D,B,A,D,A,B,B,A,A,24000
25000,170005446023,2017,2605202,Escada,26,PE,17,F,0,3,1,2605202,Escada,26,PE,2,0,3,1,0,26098911,2605202,Escada,26,PE,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2605202,Escada,26,PE,1,1,1,1,391,398,401,403,546.1,632,601.5,543.6,CDABCDADBEECBDDCCAAADDEBEDCABCBDCBBECCBDEEBCE,BEBBCDDABEAACDCBCADEDCDAECDDECBEDBBADBAECDBED,99999BEECECCABCACDDCBDEAEAEADACDCDBBAEEEEBBABDDDED,EADABCBEBEABBBDEDEABABEBCCECABBAEAEDCBACAAEED,1,DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE,DAEBEABDBEDACDDECADBCCCAECDEECAEBDBDBBAECDAEB,DEDCDBEEDEECABAAEDDCBDEDBAEABBBDEDBBCCDAEBCAABDAED,ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD,1,160,160,120,120,140,700,B,E,D,D,7,E,A,C,D,B,A,B,A,B,A,B,A,A,B,A,A,E,A,B,B,B,E,25000
26000,170005436913,2017,3550308,São Paulo,35,SP,17,F,0,3,1,3550308,São Paulo,35,SP,2,0,3,1,0,35307622,3550308,São Paulo,35,SP,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550308,São Paulo,35,SP,1,1,1,1,394,397,402,405,448.8,476.8,480.6,440,DACDACAACBCACAEDAADDBCBEEBCDABABDBBCCEEBDEABE,DCEEABDAEAEBEDEDAEEBDEDBEDDCCABADEBEAECABDEBA,ADCAE99999CDCCAEDBBDADEBEDBAEBBAEAADDEAECACDBCCBBD,CDADACBBCDAAEDCBEDCECBDDECCDDACDEBBCAACEBDBDB,0,EEAAECDCCDADAADECDCBCDAAEDEEBABCEDDCBEBAABCBB,ECAEBCDDECADBEABDDBDBDAEBCCCCDEAEDAEBBEDABAEC,DDCDEEDBEECEBADEDEABEDBBBDBCCABAAAABCBDAEDEDDBCDAE,BBDBADBEECDCCECAEBBDDEDDCCBBACADAEACEADABDECB,1,120,120,80,100,60,480,E,E,D,D,4,F,A,B,D,A,A,B,B,B,A,B,A,A,C,B,A,D,A,B,B,B,D,26000
27000,170005434783,2017,3135100,Janaúba,31,MG,34,F,1,3,1,3135100,Janaúba,31,MG,1,11,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3135100,Janaúba,31,MG,1,1,1,1,391,395,399,403,462.9,563.1,562.2,610.9,AEEADBDADBEACDBCBEDCDCBAEAABCDAEDDBDADBCBCCCA,DDBAAEDDEABCBABABEDEADBCDAEABEBEDAADEABAAECBB,99999ECBAEBCADAADBCDCDAEBAEECDABBEDACCBBACBDADEDCD,ADAAABDADEEDDABDEBBBECBDADBCBEEEEBDACCADEEEEE,1,DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE,CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE,DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB,ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD,1,120,160,120,120,80,600,B,D,A,A,4,C,A,B,C,B,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A,A,A,27000
28000,170003742675,2017,3510005,Cândido Mota,35,SP,16,F,0,1,1,3510005,Cândido Mota,35,SP,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3510005,Cândido Mota,35,SP,1,1,1,1,391,397,402,403,490.2,508.4,553.7,608.8,DDCACAADBEECCDDDDDBCEDCCACDDDCDDBDDDCCCDDCDDD,EEAAEBEDAAAACDAADBECADDADBAECEEAEDAABDADBCADA,CDCEB99999CCEADEEEADEEBBEDBCEEECEABCEBDDEECAABBDCE,DDABBCCCBDDCEBBDDDABBCCADCDACACDDBDCDDAECEAAA,0,DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE,ECAEBCDDECADBEABDDBDBDAEBCCCCDEAEDAEBBEDABAEC,DDCDEEDBEECEBADEDEABEDBBBDBCCABAAAABCBDAEDEDDBCDAE,ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD,1,140,120,120,100,40,520,E,E,D,B,3,H,B,B,C,B,B,B,B,B,B,B,A,A,D,B,B,D,B,C,B,C,A,28000
29000,170005431057,2017,2211001,Teresina,22,PI,17,M,0,3,1,2211001,Teresina,22,PI,2,0,2,1,0,22022007,2211001,Teresina,22,PI,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2211001,Teresina,22,PI,1,1,1,1,393,395,399,406,486.1,567.5,489.1,574.6,DCDDAADEBABEADBBACBBDAEBABBCCDACDBDEDADCCECAB,CDCECABEEECEBDEAACBBBDBBDADDEEBDBCADBBBDEDCBC,99999CBAECBEBCCAAAEEBBBDA.DAECDBBEBECDBAEAACEDDDEC,EBBCCDCBCCEADBAEBCADDCBCCBBBEDEBCAADCECADBEBD,1,CCDACDEEAAEABCDAAECDCBADECDEEBDACBEDDBCBBEBAA,CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE,DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB,EECDCCECBDBBDBAEBADBECBDDABDEDEAADCCDAEACBBAC,1,120,120,120,140,140,640,B,B,B,A,6,B,A,B,D,A,A,B,A,A,A,A,A,A,B,A,A,C,A,B,A,B,A,29000
30000,170003742844,2017,3204708,São Gabriel da Palha,32,ES,18,M,0,3,1,3204708,São Gabriel da Palha,32,ES,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3204708,São Gabriel da Palha,32,ES,1,1,1,1,394,398,401,405,421.1,569.6,463.9,415.5,.ACDDBDCACAEABADEDBAEDBBADEECDBABEACAEEDADBBE,AEBBEAACBAEDDDEEDADEDCDAADEDDCECBEBEABADBDABB,99999BCDEADCABBCEDDBCDACEAEADBCBCADADECEBEBEAADCCB,CDEDBBACEBAABEEBBCCDDEACCBCBADECBADEDBAEDBADA,1,EEAAECDCCDADAADECDCBCDAAEDEEBABCEDDCBEBAABCBB,DAEBEABDBEDACDDECADBCCCAECDEECAEBDBDBBAECDAEB,DEDCDBEEDEECABAAEDDCBDEDBAEABBBDEDBBCCDAEBCAABDAED,BBDBADBEECDCCECAEBBDDEDDCCBBACADAEACEADABDECB,1,140,120,120,140,80,600,E,F,F,F,4,B,A,B,C,A,B,B,B,B,A,A,A,A,B,A,A,D,A,B,B,A,A,30000
31000,170005446492,2017,3556503,Várzea Paulista,35,SP,17,F,0,1,1,3525904,Jundiaí,35,SP,2,0,2,1,0,35905677,3556503,Várzea Paulista,35,SP,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3556503,Várzea Paulista,35,SP,1,1,1,1,394,397,402,405,559.9,557.6,579.1,661.4,ACCDDDDEBBEEBABBCBDDDAACECECBBBEECDDADCEDAABB,ECBECBADDAABBEACDEDDBAEBEDCEECAACEDEBBDDCDACB,AEADE99999CEBAEECEADEABBBDBCBCCCAAAABBDADDCDCACDAE,CBBDDDCCEDACBCCCECBADECDCEDABBABBDCBEEBACDCCB,0,EEAAECDCCDADAADECDCBCDAAEDEEBABCEDDCBEBAABCBB,ECAEBCDDECADBEABDDBDBDAEBCCCCDEAEDAEBBEDABAEC,DDCDEEDBEECEBADEDEABEDBBBDBCCABAAAABCBDAEDEDDBCDAE,BBDBADBEECDCCECAEBBDDEDDCCBBACADAEACEADABDECB,1,140,180,120,120,80,640,E,E,C,B,3,D,A,B,C,B,A,B,A,B,A,B,A,A,C,A,A,C,B,B,B,B,A,31000
